0.00000 <init Client> [INFO]:	(Logging enabled)
181.49885 <client Loop> [FPS]:	(2.0288899960818267)
181.49885 <client Loop> [STATUS]:	(generating frame)
181.98129 <pathGenerator> [DEBUG]:	(using provided target: (605.00, 201.00))
181.98129 <pathGenerator> [DEBUG]:	(Target: (605.00, 201.00))
181.98129 <pathGenerator> [DEBUG]:	(From:   (500.00, 268.00))
181.98129 <pathGenerator> [DEBUG]:	(Angle to target: -1.00 rad)
181.98129 <pathGenerator> [DEBUG]:	(Rotation applied: -0.73 rad)
181.98129 <pathGenerator> [DEBUG]:	(Movement: 180.00 px)
181.98437 <client sender> [STATUS]:	(create rotate -0.7280410715860298)
181.98437 <client sender> [COMMAND]:	(sending command rotate 13.90456023802045)
181.98437 <client sender> [STATUS]:	(has ball True)
181.98437 <client reciever> [RESPONSE]:	(modified OKOK ball lost)
181.98437 <client reciever> [STATUS]:	(Ball lost)
181.98437 <client Loop> [FPS]:	(2.059647871900563)
181.98437 <client Loop> [STATUS]:	(generating frame)
182.01635 <pathGenerator> [DEBUG]:	(found destination)
182.01635 <pathGenerator> [DEBUG]:	(Target: (437.50, 211.50))
182.01635 <pathGenerator> [DEBUG]:	(From:   (528.00, 314.00))
182.01635 <pathGenerator> [DEBUG]:	(Angle to target: -2.62 rad)
182.01635 <pathGenerator> [DEBUG]:	(Rotation applied: -2.07 rad)
182.01635 <pathGenerator> [DEBUG]:	(Movement: 138.98 px)
182.01938 <client sender> [STATUS]:	(create rotate -2.071708773669961)
182.01948 <client sender> [COMMAND]:	(sending command rotate 39.56672303717075)
182.01948 <client sender> [STATUS]:	(has ball False)
182.28937 <client reciever> [RESPONSE]:	(modified OK)
182.28937 <client Loop> [FPS]:	(3.2787390667762106)
182.28937 <client Loop> [STATUS]:	(generating frame)
182.32246 <pathGenerator> [DEBUG]:	(adjusted target)
182.32246 <pathGenerator> [DEBUG]:	(Target: (436.50, 209.50))
182.32246 <pathGenerator> [DEBUG]:	(From:   (529.00, 264.00))
182.32246 <pathGenerator> [DEBUG]:	(Angle to target: -2.10 rad)
182.32246 <pathGenerator> [DEBUG]:	(Rotation applied: 0.72 rad)
182.32246 <pathGenerator> [DEBUG]:	(Movement: 162.99 px)
182.32554 <client sender> [STATUS]:	(create rotate 0.7249500954232335)
182.32554 <client sender> [COMMAND]:	(sending command rotate -13.845526941785858)
182.32554 <client sender> [STATUS]:	(has ball False)
182.76407 <client reciever> [RESPONSE]:	(modified OK)
182.76505 <client Loop> [FPS]:	(2.102263654074883)
182.76505 <client Loop> [STATUS]:	(generating frame)
182.79865 <pathGenerator> [DEBUG]:	(adjusted target)
182.79865 <pathGenerator> [DEBUG]:	(Target: (434.50, 190.50))
182.79865 <pathGenerator> [DEBUG]:	(From:   (524.00, 311.00))
182.79865 <pathGenerator> [DEBUG]:	(Angle to target: -2.49 rad)
182.79865 <pathGenerator> [DEBUG]:	(Rotation applied: -2.03 rad)
182.79865 <pathGenerator> [DEBUG]:	(Movement: 156.74 px)
182.80219 <client sender> [STATUS]:	(create rotate -2.025134512616403)
182.80219 <client sender> [COMMAND]:	(sending command rotate 38.67722017306762)
182.80219 <client sender> [STATUS]:	(has ball False)
183.01301 <client reciever> [RESPONSE]:	(modified OK)
183.01402 <client Loop> [FPS]:	(4.016447664519737)
183.01402 <client Loop> [STATUS]:	(generating frame)
183.04689 <pathGenerator> [DEBUG]:	(adjusted target)
183.04689 <pathGenerator> [DEBUG]:	(Target: (441.50, 166.50))
183.04689 <pathGenerator> [DEBUG]:	(From:   (561.00, 272.00))
183.04689 <pathGenerator> [DEBUG]:	(Angle to target: -1.99 rad)
183.04689 <pathGenerator> [DEBUG]:	(Rotation applied: 0.76 rad)
183.04689 <pathGenerator> [DEBUG]:	(Movement: 230.70 px)
183.04996 <client sender> [STATUS]:	(create rotate 0.7570749063128281)
183.04996 <client sender> [COMMAND]:	(sending command rotate -14.45906563566242)
183.04996 <client sender> [STATUS]:	(has ball False)
183.55367 <client reciever> [RESPONSE]:	(modified OK)
183.55439 <client Loop> [FPS]:	(1.8506075809405647)
183.55439 <client Loop> [STATUS]:	(generating frame)
183.58480 <pathGenerator> [DEBUG]:	(adjusted target)
183.58480 <pathGenerator> [DEBUG]:	(Target: (447.50, 158.50))
183.58480 <pathGenerator> [DEBUG]:	(From:   (567.00, 276.00))
183.58480 <pathGenerator> [DEBUG]:	(Angle to target: -1.95 rad)
183.58480 <pathGenerator> [DEBUG]:	(Rotation applied: 0.79 rad)
183.58480 <pathGenerator> [DEBUG]:	(Movement: 240.72 px)
183.58802 <client sender> [STATUS]:	(create rotate 0.7910483942416708)
183.58802 <client sender> [COMMAND]:	(sending command rotate -15.107911460216199)
183.58802 <client sender> [STATUS]:	(has ball False)
183.81581 <client reciever> [RESPONSE]:	(modified OK)
183.81680 <client Loop> [FPS]:	(3.8107172060400125)
183.81680 <client Loop> [STATUS]:	(generating frame)
183.85064 <pathGenerator> [DEBUG]:	(adjusted target)
183.85064 <pathGenerator> [DEBUG]:	(Target: (460.50, 163.50))
183.85064 <pathGenerator> [DEBUG]:	(From:   (556.00, 378.00))
183.85064 <pathGenerator> [DEBUG]:	(Angle to target: -2.05 rad)
183.85064 <pathGenerator> [DEBUG]:	(Rotation applied: -2.63 rad)
183.85064 <pathGenerator> [DEBUG]:	(Movement: 195.70 px)
183.85364 <client sender> [STATUS]:	(create rotate -2.6274345389428353)
183.85364 <client sender> [COMMAND]:	(sending command rotate 50.18030334277527)
183.85364 <client sender> [STATUS]:	(has ball False)
184.04371 <client reciever> [RESPONSE]:	(modified OK)
184.04371 <client Loop> [FPS]:	(4.407049928235647)
184.04371 <client Loop> [STATUS]:	(generating frame)
184.07616 <pathGenerator> [DEBUG]:	(adjusted target)
184.07616 <pathGenerator> [DEBUG]:	(Target: (468.50, 174.50))
184.07616 <pathGenerator> [DEBUG]:	(From:   (553.00, 379.00))
184.07616 <pathGenerator> [DEBUG]:	(Angle to target: -2.08 rad)
184.07616 <pathGenerator> [DEBUG]:	(Rotation applied: -2.57 rad)
184.07616 <pathGenerator> [DEBUG]:	(Movement: 167.09 px)
184.07917 <client sender> [STATUS]:	(create rotate -2.5720513828630187)
184.07917 <client sender> [COMMAND]:	(sending command rotate 49.12256297627933)
184.07917 <client sender> [STATUS]:	(has ball False)
184.64623 <client reciever> [RESPONSE]:	(modified OK)
184.64711 <client Loop> [FPS]:	(1.6572872482293324)
184.64711 <client Loop> [STATUS]:	(generating frame)
184.68039 <pathGenerator> [DEBUG]:	(failed to adjust target)
184.68039 <pathGenerator> [DEBUG]:	(Target: (468.50, 174.50))
184.68039 <pathGenerator> [DEBUG]:	(From:   (574.00, 282.00))
184.68039 <pathGenerator> [DEBUG]:	(Angle to target: 0.36 rad)
184.68039 <pathGenerator> [DEBUG]:	(Rotation applied: 0.10 rad)
184.68039 <pathGenerator> [DEBUG]:	(Movement: 179.61 px)
184.68340 <client sender> [STATUS]:	(create rotate 0.100108085134136)
184.68340 <client sender> [COMMAND]:	(sending command rotate -1.9119235911074435)
184.68340 <client sender> [STATUS]:	(has ball False)
185.18969 <client reciever> [RESPONSE]:	(modified OK)
185.18969 <client Loop> [FPS]:	(1.843045752909156)
185.18969 <client Loop> [STATUS]:	(generating frame)
185.22492 <pathGenerator> [DEBUG]:	(adjusted target)
185.22492 <pathGenerator> [DEBUG]:	(Target: (444.50, 173.50))
185.22492 <pathGenerator> [DEBUG]:	(From:   (595.00, 301.00))
185.22492 <pathGenerator> [DEBUG]:	(Angle to target: -2.13 rad)
185.22492 <pathGenerator> [DEBUG]:	(Rotation applied: 1.29 rad)
185.22492 <pathGenerator> [DEBUG]:	(Movement: 260.76 px)
185.22791 <client sender> [STATUS]:	(create rotate 1.2855553176974042)
185.22791 <client sender> [COMMAND]:	(sending command rotate -24.552298011553656)
185.22791 <client sender> [STATUS]:	(has ball False)
185.31464 <client reciever> [RESPONSE]:	(modified OK)
185.31548 <client Loop> [FPS]:	(7.94962946115502)
185.31548 <client Loop> [STATUS]:	(generating frame)
185.34848 <pathGenerator> [DEBUG]:	(adjusted target)
185.34848 <pathGenerator> [DEBUG]:	(Target: (453.50, 169.50))
185.34848 <pathGenerator> [DEBUG]:	(From:   (596.00, 351.00))
185.34848 <pathGenerator> [DEBUG]:	(Angle to target: -2.12 rad)
185.34848 <pathGenerator> [DEBUG]:	(Rotation applied: 2.06 rad)
185.34848 <pathGenerator> [DEBUG]:	(Movement: 233.43 px)
185.35218 <client sender> [STATUS]:	(create rotate 2.055872028777764)
185.35218 <client sender> [COMMAND]:	(sending command rotate -39.26426348932134)
185.35218 <client sender> [STATUS]:	(has ball False)
185.62790 <client reciever> [RESPONSE]:	(modified OK)
185.62790 <client Loop> [FPS]:	(3.200818080182542)
185.62790 <client Loop> [STATUS]:	(generating frame)
185.66089 <pathGenerator> [DEBUG]:	(adjusted target)
185.66089 <pathGenerator> [DEBUG]:	(Target: (459.50, 167.50))
185.66089 <pathGenerator> [DEBUG]:	(From:   (568.00, 342.00))
185.66089 <pathGenerator> [DEBUG]:	(Angle to target: -2.27 rad)
185.66089 <pathGenerator> [DEBUG]:	(Rotation applied: -0.82 rad)
185.66089 <pathGenerator> [DEBUG]:	(Movement: 237.64 px)
185.66398 <client sender> [STATUS]:	(create rotate -0.81928980093759)
185.66398 <client sender> [COMMAND]:	(sending command rotate 15.647282597279087)
185.66398 <client sender> [STATUS]:	(has ball False)
186.08079 <client reciever> [RESPONSE]:	(modified OK)
186.08098 <client Loop> [FPS]:	(2.207109070329269)
186.08098 <client Loop> [STATUS]:	(generating frame)
186.11600 <pathGenerator> [DEBUG]:	(adjusted target)
186.11600 <pathGenerator> [DEBUG]:	(Target: (463.50, 165.50))
186.11600 <pathGenerator> [DEBUG]:	(From:   (582.00, 345.00))
186.11600 <pathGenerator> [DEBUG]:	(Angle to target: -2.28 rad)
186.11600 <pathGenerator> [DEBUG]:	(Rotation applied: -1.34 rad)
186.11600 <pathGenerator> [DEBUG]:	(Movement: 245.33 px)
186.11901 <client sender> [STATUS]:	(create rotate -1.3389753143402015)
186.11901 <client sender> [COMMAND]:	(sending command rotate 25.572544794632094)
186.11901 <client sender> [STATUS]:	(has ball False)
186.33280 <client reciever> [RESPONSE]:	(modified OK)
186.33280 <client Loop> [FPS]:	(3.9711830787220044)
186.33280 <client Loop> [STATUS]:	(generating frame)
186.36686 <pathGenerator> [DEBUG]:	(adjusted target)
186.36686 <pathGenerator> [DEBUG]:	(Target: (448.50, 169.50))
186.36686 <pathGenerator> [DEBUG]:	(From:   (595.00, 305.00))
186.36686 <pathGenerator> [DEBUG]:	(Angle to target: -2.17 rad)
186.36686 <pathGenerator> [DEBUG]:	(Rotation applied: 1.60 rad)
186.36686 <pathGenerator> [DEBUG]:	(Movement: 237.77 px)
186.36987 <client sender> [STATUS]:	(create rotate 1.6048281911579863)
186.36987 <client sender> [COMMAND]:	(sending command rotate -30.64996073232224)
186.36987 <client sender> [STATUS]:	(has ball False)
186.66604 <client reciever> [RESPONSE]:	(modified OK)
186.66705 <client Loop> [FPS]:	(2.99173018461218)
186.66705 <client Loop> [STATUS]:	(generating frame)
186.70118 <pathGenerator> [DEBUG]:	(adjusted target)
186.70118 <pathGenerator> [DEBUG]:	(Target: (445.50, 170.50))
186.70118 <pathGenerator> [DEBUG]:	(From:   (571.00, 294.00))
186.70118 <pathGenerator> [DEBUG]:	(Angle to target: -2.19 rad)
186.70118 <pathGenerator> [DEBUG]:	(Rotation applied: 0.60 rad)
186.70118 <pathGenerator> [DEBUG]:	(Movement: 204.33 px)
186.70420 <client sender> [STATUS]:	(create rotate 0.6029897942977573)
186.70420 <client sender> [COMMAND]:	(sending command rotate -11.51625676757439)
186.70420 <client sender> [STATUS]:	(has ball False)
187.06755 <client reciever> [RESPONSE]:	(modified OK)
187.06755 <client Loop> [FPS]:	(2.4968889375715855)
187.06755 <client Loop> [STATUS]:	(generating frame)
187.10028 <pathGenerator> [DEBUG]:	(adjusted target)
187.10028 <pathGenerator> [DEBUG]:	(Target: (451.50, 167.50))
187.10028 <pathGenerator> [DEBUG]:	(From:   (591.00, 328.00))
187.10028 <pathGenerator> [DEBUG]:	(Angle to target: -2.15 rad)
187.10028 <pathGenerator> [DEBUG]:	(Rotation applied: 1.58 rad)
187.10028 <pathGenerator> [DEBUG]:	(Movement: 240.07 px)
187.10330 <client sender> [STATUS]:	(create rotate 1.5769616742501606)
187.10330 <client sender> [COMMAND]:	(sending command rotate -30.117749462806117)
187.10345 <client sender> [STATUS]:	(has ball False)
187.26261 <client reciever> [RESPONSE]:	(modified OK)
187.26261 <client Loop> [FPS]:	(5.12657092220253)
187.26261 <client Loop> [STATUS]:	(generating frame)
187.29710 <pathGenerator> [DEBUG]:	(adjusted target)
187.29710 <pathGenerator> [DEBUG]:	(Target: (461.50, 166.50))
187.29710 <pathGenerator> [DEBUG]:	(From:   (600.00, 310.00))
187.29710 <pathGenerator> [DEBUG]:	(Angle to target: -1.85 rad)
187.29710 <pathGenerator> [DEBUG]:	(Rotation applied: 1.32 rad)
187.29710 <pathGenerator> [DEBUG]:	(Movement: 288.48 px)
187.30054 <client sender> [STATUS]:	(create rotate 1.3181935242098581)
187.30054 <client sender> [COMMAND]:	(sending command rotate -25.175641839566993)
187.30054 <client sender> [STATUS]:	(has ball False)
187.65553 <client reciever> [RESPONSE]:	(modified OK)
187.65656 <client Loop> [FPS]:	(2.5383932905093727)
187.65656 <client Loop> [STATUS]:	(generating frame)
187.69103 <pathGenerator> [DEBUG]:	(adjusted target)
187.69103 <pathGenerator> [DEBUG]:	(Target: (458.50, 166.50))
187.69103 <pathGenerator> [DEBUG]:	(From:   (583.00, 315.00))
187.69103 <pathGenerator> [DEBUG]:	(Angle to target: -2.13 rad)
187.69103 <pathGenerator> [DEBUG]:	(Rotation applied: 1.34 rad)
187.69103 <pathGenerator> [DEBUG]:	(Movement: 223.96 px)
187.69414 <client sender> [STATUS]:	(create rotate 1.340522486045884)
187.69414 <client sender> [COMMAND]:	(sending command rotate -25.602093597604647)
187.69414 <client sender> [STATUS]:	(has ball False)
187.97519 <client reciever> [RESPONSE]:	(modified OK)
187.97519 <client Loop> [FPS]:	(3.1384976859559788)
187.97519 <client Loop> [STATUS]:	(generating frame)
188.01050 <pathGenerator> [DEBUG]:	(adjusted target)
188.01050 <pathGenerator> [DEBUG]:	(Target: (448.50, 169.50))
188.01050 <pathGenerator> [DEBUG]:	(From:   (573.00, 284.00))
188.01050 <pathGenerator> [DEBUG]:	(Angle to target: -2.10 rad)
188.01050 <pathGenerator> [DEBUG]:	(Rotation applied: 1.09 rad)
188.01050 <pathGenerator> [DEBUG]:	(Movement: 224.84 px)
188.01350 <client sender> [STATUS]:	(create rotate 1.085333538648563)
188.01350 <client sender> [COMMAND]:	(sending command rotate -20.72834370952049)
188.01350 <client sender> [STATUS]:	(has ball False)
188.32575 <client reciever> [RESPONSE]:	(modified OK)
188.32575 <client Loop> [FPS]:	(2.852511238514952)
188.32575 <client Loop> [STATUS]:	(generating frame)
188.36060 <pathGenerator> [DEBUG]:	(adjusted target)
188.36060 <pathGenerator> [DEBUG]:	(Target: (452.50, 168.50))
188.36060 <pathGenerator> [DEBUG]:	(From:   (540.00, 308.00))
188.36060 <pathGenerator> [DEBUG]:	(Angle to target: -2.34 rad)
188.36060 <pathGenerator> [DEBUG]:	(Rotation applied: -1.95 rad)
188.36060 <pathGenerator> [DEBUG]:	(Movement: 175.96 px)
188.36360 <client sender> [STATUS]:	(create rotate -1.9487034167688204)
188.36360 <client sender> [COMMAND]:	(sending command rotate 37.217493767858834)
188.36360 <client sender> [STATUS]:	(has ball False)
188.60642 <client reciever> [RESPONSE]:	(modified OK)
188.60642 <client Loop> [FPS]:	(3.5629009459606396)
188.60642 <client Loop> [STATUS]:	(generating frame)
188.63979 <pathGenerator> [DEBUG]:	(adjusted target)
188.63979 <pathGenerator> [DEBUG]:	(Target: (460.50, 167.50))
188.63979 <pathGenerator> [DEBUG]:	(From:   (526.00, 300.00))
188.63979 <pathGenerator> [DEBUG]:	(Angle to target: -2.07 rad)
188.63979 <pathGenerator> [DEBUG]:	(Rotation applied: -2.40 rad)
188.63979 <pathGenerator> [DEBUG]:	(Movement: 141.14 px)
188.64282 <client sender> [STATUS]:	(create rotate -2.399803188959558)
188.64282 <client sender> [COMMAND]:	(sending command rotate 45.8328647964729)
188.64282 <client sender> [STATUS]:	(has ball False)
189.08993 <client reciever> [RESPONSE]:	(modified OK)
189.09053 <client Loop> [FPS]:	(2.065669136687742)
189.09053 <client Loop> [STATUS]:	(generating frame)
189.12480 <pathGenerator> [DEBUG]:	(adjusted target)
189.12480 <pathGenerator> [DEBUG]:	(Target: (457.50, 167.50))
189.12480 <pathGenerator> [DEBUG]:	(From:   (525.00, 269.00))
189.12480 <pathGenerator> [DEBUG]:	(Angle to target: -1.86 rad)
189.12480 <pathGenerator> [DEBUG]:	(Rotation applied: 0.52 rad)
189.12480 <pathGenerator> [DEBUG]:	(Movement: 156.02 px)
189.12779 <client sender> [STATUS]:	(create rotate 0.5198077711280855)
189.12779 <client sender> [COMMAND]:	(sending command rotate -9.927597147913849)
189.12779 <client sender> [STATUS]:	(has ball False)
189.64000 <client reciever> [RESPONSE]:	(modified OK)
189.64000 <client Loop> [FPS]:	(1.8199215329623173)
189.64102 <client Loop> [STATUS]:	(generating frame)
189.67453 <pathGenerator> [DEBUG]:	(adjusted target)
189.67453 <pathGenerator> [DEBUG]:	(Target: (449.50, 169.50))
189.67453 <pathGenerator> [DEBUG]:	(From:   (499.00, 357.00))
189.67453 <pathGenerator> [DEBUG]:	(Angle to target: -1.96 rad)
189.67453 <pathGenerator> [DEBUG]:	(Rotation applied: -0.76 rad)
189.67453 <pathGenerator> [DEBUG]:	(Movement: 220.61 px)
189.67757 <client sender> [STATUS]:	(create rotate -0.764200539568646)
189.67757 <client sender> [COMMAND]:	(sending command rotate 14.595155206301229)
189.67757 <client sender> [STATUS]:	(has ball False)
189.86405 <client reciever> [RESPONSE]:	(modified OK)
189.86405 <client Loop> [FPS]:	(4.48381017133242)
189.86405 <client Loop> [STATUS]:	(generating frame)
189.89908 <pathGenerator> [DEBUG]:	(adjusted target)
189.89908 <pathGenerator> [DEBUG]:	(Target: (458.50, 167.50))
189.89908 <pathGenerator> [DEBUG]:	(From:   (500.00, 364.00))
189.89908 <pathGenerator> [DEBUG]:	(Angle to target: -2.15 rad)
189.89908 <pathGenerator> [DEBUG]:	(Rotation applied: -1.36 rad)
189.89908 <pathGenerator> [DEBUG]:	(Movement: 271.96 px)
189.90303 <client sender> [STATUS]:	(create rotate -1.3561202499674856)
189.90303 <client sender> [COMMAND]:	(sending command rotate 25.89998894512105)
189.90323 <client sender> [STATUS]:	(has ball False)
190.11844 <client reciever> [RESPONSE]:	(modified OK)
190.11844 <client Loop> [FPS]:	(3.9310052672027593)
190.11844 <client Loop> [STATUS]:	(generating frame)
190.15165 <pathGenerator> [DEBUG]:	(adjusted target)
190.15165 <pathGenerator> [DEBUG]:	(Target: (458.50, 167.50))
190.15165 <pathGenerator> [DEBUG]:	(From:   (575.00, 288.00))
190.15165 <pathGenerator> [DEBUG]:	(Angle to target: -2.07 rad)
190.15165 <pathGenerator> [DEBUG]:	(Rotation applied: 1.10 rad)
190.15165 <pathGenerator> [DEBUG]:	(Movement: 217.15 px)
190.15565 <client sender> [STATUS]:	(create rotate 1.1004722047077422)
190.15565 <client sender> [COMMAND]:	(sending command rotate -21.0174709337368)
190.15565 <client sender> [STATUS]:	(has ball False)
190.46827 <client reciever> [RESPONSE]:	(modified OK)
190.46827 <client Loop> [FPS]:	(2.858504730093975)
190.46827 <client Loop> [STATUS]:	(generating frame)
190.50290 <pathGenerator> [DEBUG]:	(adjusted target)
190.50290 <pathGenerator> [DEBUG]:	(Target: (454.50, 168.50))
190.50290 <pathGenerator> [DEBUG]:	(From:   (574.00, 287.00))
190.50290 <pathGenerator> [DEBUG]:	(Angle to target: -1.96 rad)
190.50290 <pathGenerator> [DEBUG]:	(Rotation applied: 1.30 rad)
190.50290 <pathGenerator> [DEBUG]:	(Movement: 234.49 px)
190.50691 <client sender> [STATUS]:	(create rotate 1.2972224648417696)
190.50691 <client sender> [COMMAND]:	(sending command rotate -24.775124108330406)
190.50691 <client sender> [STATUS]:	(has ball False)
190.78982 <client reciever> [RESPONSE]:	(modified OK)
190.78982 <client Loop> [FPS]:	(3.1099003925278828)
190.78982 <client Loop> [STATUS]:	(generating frame)
190.82342 <pathGenerator> [DEBUG]:	(adjusted target)
190.82342 <pathGenerator> [DEBUG]:	(Target: (451.50, 168.50))
190.82342 <pathGenerator> [DEBUG]:	(From:   (554.00, 309.00))
190.82342 <pathGenerator> [DEBUG]:	(Angle to target: -2.37 rad)
190.82342 <pathGenerator> [DEBUG]:	(Rotation applied: -1.06 rad)
190.82342 <pathGenerator> [DEBUG]:	(Movement: 208.26 px)
190.82674 <client sender> [STATUS]:	(create rotate -1.0608379493860873)
190.82674 <client sender> [COMMAND]:	(sending command rotate 20.260512415711883)
190.82674 <client sender> [STATUS]:	(has ball False)
191.14126 <client reciever> [RESPONSE]:	(modified OK)
191.14126 <client Loop> [FPS]:	(2.845484562295924)
191.14126 <client Loop> [STATUS]:	(generating frame)
191.17530 <pathGenerator> [DEBUG]:	(adjusted target)
191.17530 <pathGenerator> [DEBUG]:	(Target: (453.50, 170.50))
191.17530 <pathGenerator> [DEBUG]:	(From:   (551.00, 313.00))
191.17530 <pathGenerator> [DEBUG]:	(Angle to target: -2.38 rad)
191.17530 <pathGenerator> [DEBUG]:	(Rotation applied: -1.24 rad)
191.17530 <pathGenerator> [DEBUG]:	(Movement: 211.64 px)
191.17829 <client sender> [STATUS]:	(create rotate -1.2415646152110265)
191.17829 <client sender> [COMMAND]:	(sending command rotate 23.712137481458623)
191.17829 <client sender> [STATUS]:	(has ball False)
191.47037 <client reciever> [RESPONSE]:	(modified OK)
191.47100 <client Loop> [FPS]:	(3.0326810239798703)
191.47100 <client Loop> [STATUS]:	(generating frame)
191.50553 <pathGenerator> [DEBUG]:	(adjusted target)
191.50553 <pathGenerator> [DEBUG]:	(Target: (457.50, 168.50))
191.50553 <pathGenerator> [DEBUG]:	(From:   (541.00, 308.00))
191.50553 <pathGenerator> [DEBUG]:	(Angle to target: -2.34 rad)
191.50553 <pathGenerator> [DEBUG]:	(Rotation applied: -1.45 rad)
191.50553 <pathGenerator> [DEBUG]:	(Movement: 199.59 px)
191.50856 <client sender> [STATUS]:	(create rotate -1.4525236264424155)
191.50856 <client sender> [COMMAND]:	(sending command rotate 27.74115781272913)
191.50856 <client sender> [STATUS]:	(has ball False)
191.80356 <client reciever> [RESPONSE]:	(modified OK)
191.80356 <client Loop> [FPS]:	(3.0069346616224943)
191.80356 <client Loop> [STATUS]:	(generating frame)
191.83653 <pathGenerator> [DEBUG]:	(adjusted target)
191.83653 <pathGenerator> [DEBUG]:	(Target: (455.50, 168.50))
191.83653 <pathGenerator> [DEBUG]:	(From:   (572.00, 286.00))
191.83653 <pathGenerator> [DEBUG]:	(Angle to target: -1.90 rad)
191.83653 <pathGenerator> [DEBUG]:	(Rotation applied: 0.87 rad)
191.83653 <pathGenerator> [DEBUG]:	(Movement: 244.43 px)
191.83955 <client sender> [STATUS]:	(create rotate 0.8718263365228673)
191.83955 <client sender> [COMMAND]:	(sending command rotate -16.650656517037508)
191.83955 <client sender> [STATUS]:	(has ball False)
192.15497 <client reciever> [RESPONSE]:	(modified OK)
192.15497 <client Loop> [FPS]:	(2.845723954930365)
192.15497 <client Loop> [STATUS]:	(generating frame)
192.18705 <pathGenerator> [DEBUG]:	(adjusted target)
192.18705 <pathGenerator> [DEBUG]:	(Target: (453.50, 168.50))
192.18705 <pathGenerator> [DEBUG]:	(From:   (586.00, 299.00))
192.18705 <pathGenerator> [DEBUG]:	(Angle to target: -2.13 rad)
192.18705 <pathGenerator> [DEBUG]:	(Rotation applied: 1.39 rad)
192.18705 <pathGenerator> [DEBUG]:	(Movement: 231.04 px)
192.19060 <client sender> [STATUS]:	(create rotate 1.3879319874871028)
192.19060 <client sender> [COMMAND]:	(sending command rotate -26.50754837807172)
192.19060 <client sender> [STATUS]:	(has ball False)
192.41022 <client reciever> [RESPONSE]:	(modified OK)
192.41022 <client Loop> [FPS]:	(3.9177427068388333)
192.41022 <client Loop> [STATUS]:	(generating frame)
192.44605 <pathGenerator> [DEBUG]:	(adjusted target)
192.44605 <pathGenerator> [DEBUG]:	(Target: (455.50, 168.50))
192.44605 <pathGenerator> [DEBUG]:	(From:   (565.00, 320.00))
192.44605 <pathGenerator> [DEBUG]:	(Angle to target: -2.05 rad)
192.44605 <pathGenerator> [DEBUG]:	(Rotation applied: 1.15 rad)
192.44605 <pathGenerator> [DEBUG]:	(Movement: 217.47 px)
192.44905 <client sender> [STATUS]:	(create rotate 1.146987631661574)
192.44905 <client sender> [COMMAND]:	(sending command rotate -21.905850149304673)
192.44905 <client sender> [STATUS]:	(has ball False)
192.75717 <client reciever> [RESPONSE]:	(modified OK)
192.75778 <client Loop> [FPS]:	(2.877142437724739)
192.75778 <client Loop> [STATUS]:	(generating frame)
192.79091 <pathGenerator> [DEBUG]:	(adjusted target)
192.79091 <pathGenerator> [DEBUG]:	(Target: (456.50, 169.50))
192.79091 <pathGenerator> [DEBUG]:	(From:   (549.00, 342.00))
192.79091 <pathGenerator> [DEBUG]:	(Angle to target: -2.28 rad)
192.79091 <pathGenerator> [DEBUG]:	(Rotation applied: -1.60 rad)
192.79091 <pathGenerator> [DEBUG]:	(Movement: 231.81 px)
192.79392 <client sender> [STATUS]:	(create rotate -1.5981910465623272)
192.79392 <client sender> [COMMAND]:	(sending command rotate 30.523200607872464)
192.79392 <client sender> [STATUS]:	(has ball False)
193.07535 <client reciever> [RESPONSE]:	(modified OK)
193.07535 <client Loop> [FPS]:	(3.1489170657583467)
193.07535 <client Loop> [STATUS]:	(generating frame)
193.10968 <pathGenerator> [DEBUG]:	(adjusted target)
193.10968 <pathGenerator> [DEBUG]:	(Target: (456.50, 168.50))
193.10968 <pathGenerator> [DEBUG]:	(From:   (580.00, 291.00))
193.10968 <pathGenerator> [DEBUG]:	(Angle to target: -2.12 rad)
193.10968 <pathGenerator> [DEBUG]:	(Rotation applied: 1.15 rad)
193.10968 <pathGenerator> [DEBUG]:	(Movement: 219.61 px)
193.11269 <client sender> [STATUS]:	(create rotate 1.1474412868148764)
193.11275 <client sender> [COMMAND]:	(sending command rotate -21.91451432451754)
193.11275 <client sender> [STATUS]:	(has ball False)
193.51928 <client reciever> [RESPONSE]:	(modified OK)
193.51928 <client Loop> [FPS]:	(2.252609056185472)
193.51928 <client Loop> [STATUS]:	(generating frame)
193.55301 <pathGenerator> [DEBUG]:	(adjusted target)
193.55301 <pathGenerator> [DEBUG]:	(Target: (455.50, 168.50))
193.55301 <pathGenerator> [DEBUG]:	(From:   (565.00, 281.00))
193.55301 <pathGenerator> [DEBUG]:	(Angle to target: -1.94 rad)
193.55301 <pathGenerator> [DEBUG]:	(Rotation applied: 1.19 rad)
193.55301 <pathGenerator> [DEBUG]:	(Movement: 222.00 px)
193.55604 <client sender> [STATUS]:	(create rotate 1.1946739999462428)
193.55604 <client sender> [COMMAND]:	(sending command rotate -22.816592696977352)
193.55604 <client sender> [STATUS]:	(has ball False)
193.84724 <client reciever> [RESPONSE]:	(modified OK)
193.84724 <client Loop> [FPS]:	(3.049156635615116)
193.84724 <client Loop> [STATUS]:	(generating frame)
193.88042 <pathGenerator> [DEBUG]:	(adjusted target)
193.88042 <pathGenerator> [DEBUG]:	(Target: (454.50, 168.50))
193.88042 <pathGenerator> [DEBUG]:	(From:   (545.00, 374.00))
